order_id,customer_id,product_id,product_name,product_category,price,random_timestamp,customer_name,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
827,3,17,Kids Bunk Bed,Kids Furniture,249.99,2021-08-29T01:54:14.000-05:00,Catherine Lee,Canada,Toronto,ChicSpaceFurnishings.com,CODE000000000827,Y,SUCCESS
833,14,17,Kids Bunk Bed,Kids Furniture,249.99,2020-05-15T16:00:09.000-05:00,Nathan King,Canada,Calgary,CozyCornerDecor.com,CODE000000000833,Y,SUCCESS
844,13,17,Kids Bunk Bed,Kids Furniture,249.99,2021-06-27T17:57:54.000-05:00,Mona Hall,Germany,Berlin,ChicSpaceFurnishings.com,CODE000000000844,Y,SUCCESS
861,8,17,Kids Bunk Bed,Kids Furniture,249.99,2020-10-21T13:27:42.000-05:00,Harry Martinez,Canada,Vancouver,StyleNestFurniture.com,CODE000000000861,N,Network Error
876,2,17,Kids Bunk Bed,Kids Furniture,249.99,2020-03-10T15:15:02.000-05:00,Bob Smith,USA,Los Angeles,ChicSpaceFurnishings.com,CODE000000000876,Y,SUCCESS
897,9,17,Kids Bunk Bed,Kids Furniture,249.99,2020-12-15T07:27:14.000-06:00,Ivy Clark,Australia,Melbourne,HomeHavenFurniture.com,CODE000000000897,N,Insufficient Funds
899,1,17,Kids Bunk Bed,Kids Furniture,249.99,2021-04-03T06:06:09.000-05:00,Alice Johnson,USA,Phoenix,HomeHavenFurniture.com,CODE000000000899,N,Network Error
964,15,17,Kids Bunk Bed,Kids Furniture,249.99,2020-10-20T22:57:23.000-05:00,Olivia Scott,Canada,Calgary,CozyCornerDecor.com,CODE000000000964,Y,SUCCESS
1016,6,17,Kids Bunk Bed,Kids Furniture,249.99,2021-03-26T00:04:22.000-05:00,Frank Wilson,Canada,Calgary,StyleNestFurniture.com,CODE000000001016,Y,SUCCESS
1020,3,17,Kids Bunk Bed,Kids Furniture,249.99,2021-10-01T19:12:18.000-05:00,Catherine Lee,Canada,Toronto,ChicSpaceFurnishings.com,CODE000000001020,N,Insufficient Funds
1022,15,17,Kids Bunk Bed,Kids Furniture,249.99,2021-09-28T12:33:07.000-05:00,Olivia Scott,Canada,Calgary,CozyCornerDecor.com,CODE000000001022,Y,SUCCESS
1029,20,17,Kids Bunk Bed,Kids Furniture,249.99,2021-02-11T22:08:37.000-06:00,Tina Rodriguez,USA,Chicago,StyleNestFurniture.com,CODE000000001029,Y,SUCCESS
1035,16,17,Kids Bunk Bed,Kids Furniture,249.99,2021-04-03T19:46:32.000-05:00,Peter Adams,Australia,Perth,HomeHavenFurniture.com,CODE000000001035,Y,SUCCESS
1038,5,17,Kids Bunk Bed,Kids Furniture,249.99,2020-05-31T03:54:35.000-05:00,Eva Garcia,Germany,Cologne,StyleNestFurniture.com,CODE000000001038,N,Network Error
1041,16,17,Kids Bunk Bed,Kids Furniture,249.99,2021-07-15T02:37:23.000-05:00,Peter Adams,Australia,Perth,CozyCornerDecor.com,CODE000000001041,N,Network Error
1057,12,17,Kids Bunk Bed,Kids Furniture,249.99,2021-07-28T09:01:40.000-05:00,Liam Walker,Australia,Adelaide,StyleNestFurniture.com,CODE000000001057,N,Insufficient Funds
1061,8,17,Kids Bunk Bed,Kids Furniture,249.99,2021-11-20T03:41:44.000-06:00,Harry Martinez,Canada,Vancouver,StyleNestFurniture.com,CODE000000001061,N,Network Error
1062,3,17,Kids Bunk Bed,Kids Furniture,249.99,2021-04-01T12:20:58.000-05:00,Catherine Lee,Canada,Toronto,StyleNestFurniture.com,CODE000000001062,N,Insufficient Funds
1084,4,17,Kids Bunk Bed,Kids Furniture,249.99,2020-07-06T18:31:00.000-05:00,Daniel Brown,Australia,Melbourne,HomeHavenFurniture.com,CODE000000001084,N,Network Error
1089,10,17,Kids Bunk Bed,Kids Furniture,249.99,2020-05-01T04:55:43.000-05:00,Jack Lewis,Australia,Perth,CozyCornerDecor.com,CODE000000001089,Y,SUCCESS
1092,4,17,Kids Bunk Bed,Kids Furniture,249.99,2020-10-12T14:37:04.000-05:00,Daniel Brown,Australia,Melbourne,HomeHavenFurniture.com,CODE000000001092,N,Network Error
1111,20,17,Kids Bunk Bed,Kids Furniture,249.99,2021-07-27T10:17:02.000-05:00,Tina Rodriguez,USA,Chicago,ChicSpaceFurnishings.com,CODE000000001111,Y,SUCCESS
1116,7,17,Kids Bunk Bed,Kids Furniture,249.99,2020-06-21T19:28:10.000-05:00,Grace Thompson,Germany,Frankfurt,StyleNestFurniture.com,CODE000000001116,Y,SUCCESS
1146,7,17,Kids Bunk Bed,Kids Furniture,249.99,2021-01-07T18:09:42.000-06:00,Grace Thompson,Germany,Frankfurt,StyleNestFurniture.com,CODE000000001146,Y,SUCCESS
1219,12,17,Kids Bunk Bed,Kids Furniture,249.99,2020-12-24T07:24:50.000-06:00,Liam Walker,Australia,Adelaide,ChicSpaceFurnishings.com,CODE000000001219,N,Network Error
1249,6,17,Kids Bunk Bed,Kids Furniture,249.99,2020-07-19T08:29:20.000-05:00,Frank Wilson,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000001249,Y,SUCCESS
632,13,5,Oak Dining Table,Dining Room Furniture,399.99,2021-08-19T07:17:32.000-05:00,Mona Hall,Germany,Berlin,HomeHavenFurniture.com,CODE000000000632,N,Network Error
675,19,5,Oak Dining Table,Dining Room Furniture,399.99,2020-05-12T11:26:07.000-05:00,Sam Phillips,Canada,Montreal,StyleNestFurniture.com,CODE000000000675,N,Insufficient Funds
697,18,5,Oak Dining Table,Dining Room Furniture,399.99,2020-05-28T16:42:38.000-05:00,Rachel Evans,Germany,Munich,ChicSpaceFurnishings.com,CODE000000000697,N,Insufficient Funds
715,19,5,Oak Dining Table,Dining Room Furniture,399.99,2020-02-13T02:47:30.000-06:00,Sam Phillips,Canada,Montreal,StyleNestFurniture.com,CODE000000000715,N,Insufficient Funds
727,6,5,Oak Dining Table,Dining Room Furniture,399.99,2021-07-16T12:51:00.000-05:00,Frank Wilson,Canada,Calgary,HomeHavenFurniture.com,CODE000000000727,Y,SUCCESS
735,8,5,Oak Dining Table,Dining Room Furniture,399.99,2020-01-23T05:18:47.000-06:00,Harry Martinez,Canada,Vancouver,CozyCornerDecor.com,CODE000000000735,N,Network Error
748,20,5,Oak Dining Table,Dining Room Furniture,399.99,2021-10-06T11:30:16.000-05:00,Tina Rodriguez,USA,Chicago,HomeHavenFurniture.com,CODE000000000748,Y,SUCCESS
769,3,5,Oak Dining Table,Dining Room Furniture,399.99,2021-06-11T08:52:12.000-05:00,Catherine Lee,Canada,Toronto,CozyCornerDecor.com,CODE000000000769,Y,SUCCESS
770,14,5,Oak Dining Table,Dining Room Furniture,399.99,2020-01-29T18:18:41.000-06:00,Nathan King,Canada,Calgary,StyleNestFurniture.com,CODE000000000770,N,Network Error
776,12,5,Oak Dining Table,Dining Room Furniture,399.99,2021-05-11T06:24:16.000-05:00,Liam Walker,Australia,Adelaide,HomeHavenFurniture.com,CODE000000000776,Y,SUCCESS
812,17,5,Oak Dining Table,Dining Room Furniture,399.99,2020-11-29T16:45:43.000-06:00,Quinn Baker,Australia,Perth,StyleNestFurniture.com,CODE000000000812,Y,SUCCESS
838,8,5,Oak Dining Table,Dining Room Furniture,399.99,2021-08-16T02:24:10.000-05:00,Harry Martinez,Canada,Vancouver,StyleNestFurniture.com,CODE000000000838,N,Insufficient Funds
843,10,5,Oak Dining Table,Dining Room Furniture,399.99,2021-03-15T08:27:56.000-05:00,Jack Lewis,Australia,Perth,ChicSpaceFurnishings.com,CODE000000000843,Y,SUCCESS
849,1,5,Oak Dining Table,Dining Room Furniture,399.99,2021-09-16T03:48:41.000-05:00,Alice Johnson,USA,Phoenix,ChicSpaceFurnishings.com,CODE000000000849,Y,SUCCESS
891,13,5,Oak Dining Table,Dining Room Furniture,399.99,2020-12-30T15:40:04.000-06:00,Mona Hall,Germany,Berlin,ChicSpaceFurnishings.com,CODE000000000891,N,Insufficient Funds
916,5,5,Oak Dining Table,Dining Room Furniture,399.99,2021-07-21T05:01:20.000-05:00,Eva Garcia,Germany,Cologne,StyleNestFurniture.com,CODE000000000916,N,Insufficient Funds
933,10,5,Oak Dining Table,Dining Room Furniture,399.99,2021-04-01T05:49:09.000-05:00,Jack Lewis,Australia,Perth,StyleNestFurniture.com,CODE000000000933,Y,SUCCESS
950,4,5,Oak Dining Table,Dining Room Furniture,399.99,2020-09-14T06:02:59.000-05:00,Daniel Brown,Australia,Melbourne,StyleNestFurniture.com,CODE000000000950,Y,SUCCESS
956,2,5,Oak Dining Table,Dining Room Furniture,399.99,2020-02-27T10:58:31.000-06:00,Bob Smith,USA,Los Angeles,StyleNestFurniture.com,CODE000000000956,N,Insufficient Funds
1011,20,5,Oak Dining Table,Dining Room Furniture,399.99,2021-11-28T06:37:57.000-06:00,Tina Rodriguez,USA,Chicago,HomeHavenFurniture.com,CODE000000001011,N,Network Error
1014,17,5,Oak Dining Table,Dining Room Furniture,399.99,2021-06-12T19:11:05.000-05:00,Quinn Baker,Australia,Perth,StyleNestFurniture.com,CODE000000001014,N,Insufficient Funds
1021,15,5,Oak Dining Table,Dining Room Furniture,399.99,2020-09-19T02:11:00.000-05:00,Olivia Scott,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000001021,Y,SUCCESS
1048,3,5,Oak Dining Table,Dining Room Furniture,399.99,2021-01-14T10:01:01.000-06:00,Catherine Lee,Canada,Toronto,CozyCornerDecor.com,CODE000000001048,N,Network Error
1049,5,5,Oak Dining Table,Dining Room Furniture,399.99,2020-04-19T08:03:23.000-05:00,Eva Garcia,Germany,Cologne,HomeHavenFurniture.com,CODE000000001049,Y,SUCCESS
1076,11,5,Oak Dining Table,Dining Room Furniture,399.99,2021-07-07T20:55:38.000-05:00,Karen Young,Germany,Frankfurt,CozyCornerDecor.com,CODE000000001076,N,Network Error
1093,3,5,Oak Dining Table,Dining Room Furniture,399.99,2021-06-30T13:57:41.000-05:00,Catherine Lee,Canada,Toronto,CozyCornerDecor.com,CODE000000001093,N,Insufficient Funds
1094,12,5,Oak Dining Table,Dining Room Furniture,399.99,2021-10-22T10:46:18.000-05:00,Liam Walker,Australia,Adelaide,ChicSpaceFurnishings.com,CODE000000001094,Y,SUCCESS
1102,20,5,Oak Dining Table,Dining Room Furniture,399.99,2020-12-07T13:53:31.000-06:00,Tina Rodriguez,USA,Chicago,ChicSpaceFurnishings.com,CODE000000001102,Y,SUCCESS
1131,11,5,Oak Dining Table,Dining Room Furniture,399.99,2020-06-14T08:55:33.000-05:00,Karen Young,Germany,Frankfurt,TimelessHomeStyles.com,CODE000000001131,Y,SUCCESS
1137,15,5,Oak Dining Table,Dining Room Furniture,399.99,2021-02-14T07:05:14.000-06:00,Olivia Scott,Canada,Calgary,StyleNestFurniture.com,CODE000000001137,Y,SUCCESS
1153,15,5,Oak Dining Table,Dining Room Furniture,399.99,2020-11-13T19:10:33.000-06:00,Olivia Scott,Canada,Calgary,CozyCornerDecor.com,CODE000000001153,Y,SUCCESS
1189,12,5,Oak Dining Table,Dining Room Furniture,399.99,2020-09-19T20:35:30.000-05:00,Liam Walker,Australia,Adelaide,StyleNestFurniture.com,CODE000000001189,Y,SUCCESS
1214,4,5,Oak Dining Table,Dining Room Furniture,399.99,2020-10-30T13:07:37.000-05:00,Daniel Brown,Australia,Melbourne,StyleNestFurniture.com,CODE000000001214,Y,SUCCESS
1241,5,5,Oak Dining Table,Dining Room Furniture,399.99,2021-04-18T00:22:12.000-05:00,Eva Garcia,Germany,Cologne,StyleNestFurniture.com,CODE000000001241,N,Network Error
1244,4,5,Oak Dining Table,Dining Room Furniture,399.99,2021-02-12T03:59:48.000-06:00,Daniel Brown,Australia,Melbourne,HomeHavenFurniture.com,CODE000000001244,N,Insufficient Funds
657,14,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-04-10T22:40:26.000-05:00,Nathan King,Canada,Calgary,StyleNestFurniture.com,CODE000000000657,Y,SUCCESS
677,5,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-09-19T17:38:19.000-05:00,Eva Garcia,Germany,Cologne,HomeHavenFurniture.com,CODE000000000677,N,Network Error
777,19,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-09-21T18:17:47.000-05:00,Sam Phillips,Canada,Montreal,ChicSpaceFurnishings.com,CODE000000000777,N,Network Error
783,19,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-03-10T13:43:53.000-05:00,Sam Phillips,Canada,Montreal,ChicSpaceFurnishings.com,CODE000000000783,N,Network Error
785,4,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-11-10T05:56:00.000-06:00,Daniel Brown,Australia,Melbourne,HomeHavenFurniture.com,CODE000000000785,N,Insufficient Funds
794,8,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-07-16T23:28:16.000-05:00,Harry Martinez,Canada,Vancouver,StyleNestFurniture.com,CODE000000000794,Y,SUCCESS
799,17,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-10-23T06:07:13.000-05:00,Quinn Baker,Australia,Perth,HomeHavenFurniture.com,CODE000000000799,N,Insufficient Funds
825,13,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-11-11T06:26:30.000-06:00,Mona Hall,Germany,Berlin,HomeHavenFurniture.com,CODE000000000825,N,Network Error
828,3,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-06-07T12:00:58.000-05:00,Catherine Lee,Canada,Toronto,ChicSpaceFurnishings.com,CODE000000000828,N,Insufficient Funds
830,17,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-10-12T08:55:52.000-05:00,Quinn Baker,Australia,Perth,CozyCornerDecor.com,CODE000000000830,Y,SUCCESS
856,1,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-09-14T00:07:54.000-05:00,Alice Johnson,USA,Phoenix,ChicSpaceFurnishings.com,CODE000000000856,N,Insufficient Funds
873,20,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-04-19T23:30:08.000-05:00,Tina Rodriguez,USA,Chicago,ChicSpaceFurnishings.com,CODE000000000873,N,Network Error
881,18,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-09-08T03:55:36.000-05:00,Rachel Evans,Germany,Munich,ChicSpaceFurnishings.com,CODE000000000881,N,Network Error
885,15,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-09-17T06:20:26.000-05:00,Olivia Scott,Canada,Calgary,StyleNestFurniture.com,CODE000000000885,Y,SUCCESS
938,10,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-12-23T14:56:03.000-06:00,Jack Lewis,Australia,Perth,StyleNestFurniture.com,CODE000000000938,Y,SUCCESS
960,5,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-07-13T10:48:38.000-05:00,Eva Garcia,Germany,Cologne,ChicSpaceFurnishings.com,CODE000000000960,N,Insufficient Funds
970,12,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-04-16T22:43:09.000-05:00,Liam Walker,Australia,Adelaide,StyleNestFurniture.com,CODE000000000970,N,Network Error
976,6,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-01-08T00:34:47.000-06:00,Frank Wilson,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000976,N,Insufficient Funds
986,15,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-03-12T08:09:34.000-05:00,Olivia Scott,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000986,N,Insufficient Funds
1015,5,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-08-26T00:54:22.000-05:00,Eva Garcia,Germany,Cologne,ChicSpaceFurnishings.com,CODE000000001015,Y,SUCCESS
1050,17,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-06-26T20:23:55.000-05:00,Quinn Baker,Australia,Perth,StyleNestFurniture.com,CODE000000001050,N,Insufficient Funds
1064,10,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-11-27T05:21:14.000-06:00,Jack Lewis,Australia,Perth,HomeHavenFurniture.com,CODE000000001064,Y,SUCCESS
1068,20,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-04-06T02:12:02.000-05:00,Tina Rodriguez,USA,Chicago,ChicSpaceFurnishings.com,CODE000000001068,N,Insufficient Funds
1122,10,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-07-13T16:17:38.000-05:00,Jack Lewis,Australia,Perth,HomeHavenFurniture.com,CODE000000001122,N,Network Error
1124,17,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-04-18T11:53:18.000-05:00,Quinn Baker,Australia,Perth,CozyCornerDecor.com,CODE000000001124,Y,SUCCESS
1134,13,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-03-13T02:57:10.000-05:00,Mona Hall,Germany,Berlin,ChicSpaceFurnishings.com,CODE000000001134,N,Network Error
1180,3,1,Classic Wooden Bed,Bedroom Furniture,299.99,2021-10-14T10:00:32.000-05:00,Catherine Lee,Canada,Toronto,HomeHavenFurniture.com,CODE000000001180,Y,SUCCESS
1230,1,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-06-25T07:05:17.000-05:00,Alice Johnson,USA,Phoenix,CozyCornerDecor.com,CODE000000001230,N,Insufficient Funds
1242,17,1,Classic Wooden Bed,Bedroom Furniture,299.99,2020-12-03T04:12:58.000-06:00,Quinn Baker,Australia,Perth,CozyCornerDecor.com,CODE000000001242,Y,SUCCESS
671,4,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-03-11T20:24:17.000-05:00,Daniel Brown,Australia,Melbourne,ChicSpaceFurnishings.com,CODE000000000671,N,Network Error
701,17,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-02-02T10:28:47.000-06:00,Quinn Baker,Australia,Perth,StyleNestFurniture.com,CODE000000000701,N,Network Error
718,7,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-11-04T03:27:23.000-06:00,Grace Thompson,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000718,Y,SUCCESS
722,7,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-03-25T20:20:32.000-05:00,Grace Thompson,Germany,Frankfurt,CozyCornerDecor.com,CODE000000000722,Y,SUCCESS
731,14,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-09-01T14:41:35.000-05:00,Nathan King,Canada,Calgary,StyleNestFurniture.com,CODE000000000731,N,Network Error
744,12,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-05-30T22:54:58.000-05:00,Liam Walker,Australia,Adelaide,HomeHavenFurniture.com,CODE000000000744,N,Network Error
746,17,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-01-10T15:19:48.000-06:00,Quinn Baker,Australia,Perth,HomeHavenFurniture.com,CODE000000000746,N,Network Error
759,20,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-04-19T17:34:16.000-05:00,Tina Rodriguez,USA,Chicago,TimelessHomeStyles.com,CODE000000000759,N,Insufficient Funds
764,2,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-09-28T12:22:41.000-05:00,Bob Smith,USA,Los Angeles,ChicSpaceFurnishings.com,CODE000000000764,N,Network Error
801,7,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-08-27T03:40:36.000-05:00,Grace Thompson,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000801,Y,SUCCESS
820,16,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-12-03T02:02:25.000-06:00,Peter Adams,Australia,Perth,CozyCornerDecor.com,CODE000000000820,N,Network Error
848,12,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-03-18T03:10:57.000-05:00,Liam Walker,Australia,Adelaide,CozyCornerDecor.com,CODE000000000848,Y,SUCCESS
914,1,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-06-05T04:15:45.000-05:00,Alice Johnson,USA,Phoenix,StyleNestFurniture.com,CODE000000000914,N,Insufficient Funds
943,12,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-08-12T00:16:22.000-05:00,Liam Walker,Australia,Adelaide,ChicSpaceFurnishings.com,CODE000000000943,Y,SUCCESS
965,1,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-08-09T11:01:24.000-05:00,Alice Johnson,USA,Phoenix,StyleNestFurniture.com,CODE000000000965,Y,SUCCESS
992,15,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-02-23T11:57:51.000-06:00,Olivia Scott,Canada,Calgary,StyleNestFurniture.com,CODE000000000992,N,Network Error
1018,11,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-12-27T19:33:54.000-06:00,Karen Young,Germany,Frankfurt,StyleNestFurniture.com,CODE000000001018,Y,SUCCESS
1039,18,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-07-20T15:00:23.000-05:00,Rachel Evans,Germany,Munich,HomeHavenFurniture.com,CODE000000001039,Y,SUCCESS
1051,5,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-12-10T06:38:21.000-06:00,Eva Garcia,Germany,Cologne,ChicSpaceFurnishings.com,CODE000000001051,Y,SUCCESS
1065,11,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-08-19T06:43:27.000-05:00,Karen Young,Germany,Frankfurt,StyleNestFurniture.com,CODE000000001065,Y,SUCCESS
1085,4,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-10-13T11:19:07.000-05:00,Daniel Brown,Australia,Melbourne,StyleNestFurniture.com,CODE000000001085,N,Network Error
1108,19,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-07-12T21:27:47.000-05:00,Sam Phillips,Canada,Montreal,StyleNestFurniture.com,CODE000000001108,N,Insufficient Funds
1164,17,10,Metal Bed Frame,Bedroom Furniture,149.99,2020-01-02T19:33:05.000-06:00,Quinn Baker,Australia,Perth,ChicSpaceFurnishings.com,CODE000000001164,Y,SUCCESS
1166,6,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-07-12T12:04:52.000-05:00,Frank Wilson,Canada,Calgary,StyleNestFurniture.com,CODE000000001166,N,Network Error
1183,2,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-08-01T03:16:50.000-05:00,Bob Smith,USA,Los Angeles,TimelessHomeStyles.com,CODE000000001183,N,Insufficient Funds
1188,14,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-12-25T08:30:19.000-06:00,Nathan King,Canada,Calgary,CozyCornerDecor.com,CODE000000001188,N,Network Error
1203,14,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-04-20T18:50:53.000-05:00,Nathan King,Canada,Calgary,StyleNestFurniture.com,CODE000000001203,N,Network Error
1222,9,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-09-28T06:18:36.000-05:00,Ivy Clark,Australia,Melbourne,CozyCornerDecor.com,CODE000000001222,Y,SUCCESS
1234,9,10,Metal Bed Frame,Bedroom Furniture,149.99,2021-06-14T13:19:21.000-05:00,Ivy Clark,Australia,Melbourne,StyleNestFurniture.com,CODE000000001234,N,Insufficient Funds
640,19,3,L-Shaped Sofa,Living Room Furniture,499.99,2021-10-28T07:47:19.000-05:00,Sam Phillips,Canada,Montreal,HomeHavenFurniture.com,CODE000000000640,N,Insufficient Funds
659,1,3,L-Shaped Sofa,Living Room Furniture,499.99,2021-03-11T11:42:46.000-06:00,Alice Johnson,USA,Phoenix,StyleNestFurniture.com,CODE000000000659,N,Insufficient Funds
708,11,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-03-25T10:25:05.000-05:00,Karen Young,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000708,Y,SUCCESS
719,14,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-01-15T11:45:15.000-06:00,Nathan King,Canada,Calgary,StyleNestFurniture.com,CODE000000000719,Y,SUCCESS
765,2,3,L-Shaped Sofa,Living Room Furniture,499.99,2021-03-05T12:28:05.000-06:00,Bob Smith,USA,Los Angeles,HomeHavenFurniture.com,CODE000000000765,Y,SUCCESS
778,3,3,L-Shaped Sofa,Living Room Furniture,499.99,2021-08-02T15:03:23.000-05:00,Catherine Lee,Canada,Toronto,StyleNestFurniture.com,CODE000000000778,N,Insufficient Funds
810,16,3,L-Shaped Sofa,Living Room Furniture,499.99,2021-10-06T20:46:45.000-05:00,Peter Adams,Australia,Perth,StyleNestFurniture.com,CODE000000000810,Y,SUCCESS
814,10,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-07-28T06:44:12.000-05:00,Jack Lewis,Australia,Perth,StyleNestFurniture.com,CODE000000000814,N,Insufficient Funds
823,13,3,L-Shaped Sofa,Living Room Furniture,499.99,2021-10-15T08:11:54.000-05:00,Mona Hall,Germany,Berlin,StyleNestFurniture.com,CODE000000000823,Y,SUCCESS
831,7,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-05-09T01:03:32.000-05:00,Grace Thompson,Germany,Frankfurt,ChicSpaceFurnishings.com,CODE000000000831,Y,SUCCESS
837,10,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-09-18T05:29:19.000-05:00,Jack Lewis,Australia,Perth,StyleNestFurniture.com,CODE000000000837,Y,SUCCESS
895,15,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-02-26T07:24:37.000-06:00,Olivia Scott,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000000895,N,Insufficient Funds
902,7,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-06-28T04:06:06.000-05:00,Grace Thompson,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000902,Y,SUCCESS
925,2,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-03-17T22:28:01.000-05:00,Bob Smith,USA,Los Angeles,StyleNestFurniture.com,CODE000000000925,Y,SUCCESS
927,8,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-01-23T19:16:25.000-06:00,Harry Martinez,Canada,Vancouver,HomeHavenFurniture.com,CODE000000000927,Y,SUCCESS
934,2,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-10-09T22:34:33.000-05:00,Bob Smith,USA,Los Angeles,ChicSpaceFurnishings.com,CODE000000000934,Y,SUCCESS
969,2,3,L-Shaped Sofa,Living Room Furniture,499.99,2021-01-10T13:40:37.000-06:00,Bob Smith,USA,Los Angeles,StyleNestFurniture.com,CODE000000000969,Y,SUCCESS
999,11,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-02-03T09:26:27.000-06:00,Karen Young,Germany,Frankfurt,StyleNestFurniture.com,CODE000000000999,N,Network Error
1045,8,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-07-08T06:13:37.000-05:00,Harry Martinez,Canada,Vancouver,ChicSpaceFurnishings.com,CODE000000001045,Y,SUCCESS
1078,1,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-12-21T00:36:21.000-06:00,Alice Johnson,USA,Phoenix,ChicSpaceFurnishings.com,CODE000000001078,Y,SUCCESS
1087,10,3,L-Shaped Sofa,Living Room Furniture,499.99,2021-01-04T02:13:02.000-06:00,Jack Lewis,Australia,Perth,CozyCornerDecor.com,CODE000000001087,N,Insufficient Funds
1101,15,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-12-22T02:53:34.000-06:00,Olivia Scott,Canada,Calgary,ChicSpaceFurnishings.com,CODE000000001101,Y,SUCCESS
1115,13,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-05-05T06:58:37.000-05:00,Mona Hall,Germany,Berlin,StyleNestFurniture.com,CODE000000001115,Y,SUCCESS
1120,6,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-10-12T10:36:27.000-05:00,Frank Wilson,Canada,Calgary,HomeHavenFurniture.com,CODE000000001120,Y,SUCCESS
1123,16,3,L-Shaped Sofa,Living Room Furniture,499.99,2020-12-18T22:10:25.000-06:00,Peter Adams,Australia,Perth,CozyCornerDecor.com,CODE000000001123,Y,SUCCESS
